Advice,SetGoals,PayFullCC,Own,agecat,region,ABSORBSHOCK
Somewhat,StronglyAgree,Always,Disagree,25to34,MW,CouldNot
Well,Agree,Sometimes,Disagree,55to61,South,Probably
Somewhat,Agree,Seldom,Neutral,62to69,W,Certain
Well,Neither,NAorNever,Neutral,62to69,South,Probably
Somewhat,Disagree,NAorNever,Neutral,62to69,NE,CouldNot
Well,Neither,Always,Agree,62to69,MW,Certain
Well,StronglyAgree,Always,Neutral,75up,South,Certain
Little,Agree,Often,Neutral,45to54,NE,Certain
Well,StronglyAgree,Always,Neutral,75up,South,Certain
Somewhat,Neither,Often,Neutral,35to44,NE,Probably
Completely,Agree,Often,Agree,62to69,MW,Certain
Little,Neither,Seldom,Disagree,18to24,MW,CouldNot
Little,Agree,Always,Disagree,75up,W,Certain
Well,Neither,Always,Neutral,75up,MW,Certain
Somewhat,Agree,Always,Neutral,45to54,MW,ProbablyNot
Well,Agree,Always,Neutral,35to44,MW,Certain
Somewhat,Agree,NAorNever,Neutral,45to54,South,Probably
Well,Agree,Always,Disagree,62to69,W,Certain
Well,Neither,Always,Agree,75up,South,Certain
Well,Neither,Always,Neutral,75up,South,Certain
Somewhat,StronglyDisagree,NAorNever,Neutral,35to44,South,ProbablyNot
Somewhat,Neither,Often,Neutral,55to61,NE,Certain
Well,StronglyAgree,Seldom,Agree,25to34,South,Certain
Somewhat,Neither,NAorNever,Neutral,62to69,South,CouldNot
Completely,StronglyAgree,Always,Agree,62to69,South,Certain
Little,Neither,Seldom,Disagree,55to61,W,CouldNot
Completely,StronglyAgree,Always,Absolutely,45to54,South,Certain
Somewhat,Disagree,Seldom,Neutral,45to54,W,Certain
Completely,Agree,Often,Agree,75up,South,Certain
Completely,StronglyAgree,Always,NA,62to69,South,Certain
Well,StronglyAgree,Seldom,Neutral,62to69,South,Certain
Well,Agree,Often,Neutral,45to54,South,Probably
Well,StronglyAgree,Often,Agree,25to34,South,Probably
Little,Disagree,NAorNever,Neutral,70to74,MW,DontKnow
Well,Agree,Often,Disagree,45to54,MW,Certain
Little,Disagree,NAorNever,Neutral,18to24,South,CouldNot
Somewhat,Agree,NAorNever,NoWay,62to69,South,Certain
Not,Neither,NAorNever,NoWay,62to69,W,Certain
Little,Neither,NAorNever,Neutral,45to54,MW,CouldNot
Well,Disagree,Seldom,Agree,45to54,NE,Probably
Somewhat,Disagree,Often,Disagree,25to34,NE,Probably
Well,Agree,Always,Neutral,18to24,MW,Certain
Not,StronglyAgree,NAorNever,Absolutely,35to44,NE,CouldNot
Well,Agree,Sometimes,Disagree,55to61,NE,Certain
Well,Agree,Always,Neutral,45to54,South,DontKnow
Somewhat,Agree,NAorNever,NoWay,62to69,W,CouldNot
Well,Agree,Always,Agree,55to61,MW,Probably
Well,Agree,Always,NoWay,55to61,W,Certain
Somewhat,Agree,Often,Neutral,62to69,NE,Certain
Somewhat,Agree,NAorNever,Disagree,45to54,W,Probably
Completely,Agree,Seldom,Neutral,35to44,NE,Certain
Little,Agree,NAorNever,Absolutely,75up,W,ProbablyNot
Completely,StronglyAgree,Always,Absolutely,62to69,NE,Probably
Somewhat,Agree,Often,Absolutely,75up,W,Probably
Little,Neither,NAorNever,Neutral,62to69,W,CouldNot
Well,Agree,Always,Agree,62to69,NE,Certain
Well,Neither,Seldom,Neutral,62to69,W,Certain
Completely,Agree,Often,Neutral,62to69,MW,Certain
Well,Disagree,Always,Agree,70to74,MW,Certain
Well,Agree,Often,Neutral,62to69,NE,Certain
Well,Agree,Often,Disagree,35to44,W,Certain
Well,Agree,Seldom,Neutral,55to61,South,Certain
Completely,Agree,Always,NA,35to44,NE,Certain
Well,Disagree,Always,Agree,70to74,MW,Certain
Well,Agree,Always,Agree,62to69,MW,Certain
Somewhat,Neither,Seldom,Disagree,35to44,MW,Probably
Somewhat,Neither,NAorNever,Neutral,55to61,NE,Certain
Somewhat,Disagree,NAorNever,Neutral,62to69,MW,CouldNot
Well,Neither,Always,Agree,62to69,South,Certain
Completely,Agree,Always,Agree,75up,South,Certain
Somewhat,Agree,Always,Absolutely,62to69,South,CouldNot
Somewhat,Neither,Sometimes,Neutral,45to54,W,Probably
Somewhat,StronglyAgree,Always,Agree,70to74,NE,Certain
Well,Agree,Always,Neutral,70to74,W,Certain
Well,Neither,Always,Disagree,75up,W,Certain
Somewhat,Agree,Sometimes,Neutral,45to54,W,ProbablyNot
Completely,StronglyAgree,Always,Neutral,35to44,W,Certain
Well,Agree,Seldom,Neutral,55to61,W,CouldNot
Somewhat,Neither,Sometimes,Neutral,25to34,South,ProbablyNot
Well,StronglyAgree,NAorNever,Disagree,18to24,South,ProbablyNot
Well,Agree,NAorNever,Agree,45to54,MW,CouldNot
Well,Agree,Sometimes,Agree,62to69,W,Certain
Well,Neither,Always,Agree,75up,W,Certain
Well,StronglyAgree,Always,Neutral,75up,South,Certain
Completely,Neither,Always,Neutral,75up,South,Certain
Somewhat,Agree,Sometimes,Disagree,62to69,W,Probably
Somewhat,StronglyAgree,NAorNever,Neutral,35to44,MW,Certain
Completely,StronglyAgree,Always,Absolutely,62to69,MW,Certain
Not,Agree,NAorNever,Neutral,45to54,NE,ProbablyNot
Well,Agree,Always,Disagree,75up,W,Certain
Little,Agree,Seldom,Disagree,55to61,W,Certain
Somewhat,Neither,Always,Agree,25to34,MW,Certain
Somewhat,Neither,Often,NA,25to34,South,CouldNot
Well,Agree,Seldom,Agree,75up,South,Certain
Completely,Neither,Often,NoWay,35to44,South,Certain
Well,Neither,NAorNever,Neutral,62to69,South,Certain
Somewhat,Neither,Often,Neutral,45to54,South,Certain
Somewhat,Neither,Often,Neutral,25to34,South,DontKnow
Somewhat,Disagree,Always,Neutral,45to54,NE,Certain
Well,Agree,Sometimes,Agree,62to69,NE,Probably
Well,Agree,Always,Neutral,75up,MW,Certain
Well,Agree,Always,Agree,75up,W,Certain
Well,Neither,Seldom,Neutral,25to34,South,Probably
Well,Agree,Often,Disagree,75up,South,Certain
Well,Agree,Always,Agree,62to69,South,Certain
Well,Agree,Always,Neutral,55to61,NE,Certain
Well,Neither,Often,Disagree,62to69,South,Certain
Completely,Agree,Often,Neutral,75up,MW,Certain
Completely,Agree,Always,Absolutely,62to69,W,Certain
Little,Neither,NAorNever,Disagree,35to44,MW,ProbablyNot
Little,Agree,Always,Agree,25to34,W,Certain
Well,Agree,Always,Disagree,62to69,South,Certain
Little,Neither,Sometimes,Neutral,62to69,W,Probably
Well,Agree,Often,NA,45to54,South,Certain
Well,Agree,Often,Agree,75up,MW,Certain
Well,Neither,Always,Neutral,70to74,MW,Certain
Somewhat,Disagree,NAorNever,NoWay,35to44,MW,CouldNot
Completely,Neither,Sometimes,Agree,18to24,W,Probably
Somewhat,Neither,Always,Disagree,70to74,NE,Certain
Well,Agree,Always,Agree,62to69,South,Certain
Not,Disagree,Seldom,Agree,25to34,NE,CouldNot
Somewhat,Agree,Always,Agree,25to34,South,Certain
Completely,StronglyAgree,Always,Absolutely,18to24,South,Probably
Little,Disagree,Often,Neutral,62to69,South,Certain
Somewhat,Neither,Sometimes,Neutral,62to69,South,ProbablyNot
Well,Agree,Sometimes,Neutral,25to34,South,Certain
Somewhat,Agree,Seldom,Neutral,62to69,MW,DontKnow
Somewhat,Agree,NAorNever,Neutral,62to69,MW,Certain
Completely,Neither,Sometimes,Neutral,75up,South,Probably
Somewhat,StronglyDisagree,NAorNever,Agree,18to24,MW,Certain
Well,Agree,Often,Neutral,25to34,NE,Probably
Somewhat,Agree,Sometimes,Disagree,75up,South,CouldNot
Well,Neither,Sometimes,Neutral,75up,MW,Certain
Little,Agree,Sometimes,Absolutely,75up,W,DontKnow
Somewhat,Agree,NAorNever,Disagree,18to24,South,Certain
Well,Neither,Always,Agree,45to54,South,Certain
Well,Neither,NAorNever,Agree,55to61,W,Probably
Somewhat,Neither,Always,Agree,55to61,W,Certain
Somewhat,Neither,NAorNever,Disagree,55to61,South,Certain
Little,Neither,Always,Neutral,62to69,NE,Probably
Completely,Neither,NAorNever,NoWay,62to69,South,CouldNot
Well,Agree,Always,Neutral,25to34,W,Certain
Well,Disagree,Seldom,Disagree,55to61,MW,Probably
Somewhat,Agree,Sometimes,Agree,62to69,W,Certain
Somewhat,Agree,Always,Absolutely,70to74,W,Probably
Well,Agree,Always,Neutral,70to74,South,Certain
Somewhat,Neither,Sometimes,Agree,62to69,South,Certain
Completely,Agree,Always,Agree,75up,W,Certain
Completely,Agree,Sometimes,Neutral,62to69,W,Certain
Somewhat,Agree,Seldom,Agree,25to34,W,Probably
Completely,Agree,Sometimes,Agree,18to24,MW,ProbablyNot
Completely,Agree,Always,Neutral,70to74,South,Certain
Somewhat,Agree,Often,Neutral,70to74,W,Certain
Well,Neither,Always,Neutral,70to74,NE,Certain
Somewhat,StronglyAgree,Always,Agree,75up,MW,Certain
Well,StronglyAgree,Often,Agree,55to61,NE,ProbablyNot
Well,Agree,Always,Agree,70to74,South,Certain
Completely,StronglyDisagree,Always,NoWay,75up,South,Certain
Well,Agree,Always,Agree,62to69,NE,Probably
Well,Neither,Always,Neutral,55to61,NE,Certain
Little,Neither,NAorNever,Neutral,75up,MW,CouldNot
Completely,Agree,Always,Neutral,18to24,MW,Probably
Little,Disagree,Always,Disagree,25to34,NE,Probably
Well,Neither,Always,Agree,70to74,NE,Certain
Somewhat,Agree,Always,Agree,62to69,MW,Probably
Somewhat,StronglyDisagree,Always,Agree,55to61,MW,Probably
Well,StronglyAgree,Sometimes,NoWay,55to61,MW,CouldNot
Well,Agree,Always,Agree,62to69,NE,Certain
Well,Neither,Sometimes,Disagree,70to74,NE,Certain
Little,Agree,NAorNever,Disagree,18to24,MW,CouldNot
Not,Disagree,Sometimes,Disagree,62to69,MW,Certain
Somewhat,Neither,NAorNever,NoWay,18to24,MW,CouldNot
Well,Agree,Often,Disagree,35to44,MW,Certain
Well,Agree,Always,Agree,70to74,South,Certain
Somewhat,Disagree,NAorNever,Neutral,62to69,NE,CouldNot
Little,Agree,Often,Agree,45to54,W,Probably
Somewhat,Neither,Sometimes,NA,25to34,South,CouldNot
Well,Agree,Often,Agree,55to61,South,Certain
Completely,Neither,Often,Agree,70to74,W,Certain
Well,Agree,Often,Neutral,62to69,South,DontKnow
Completely,StronglyAgree,Always,Disagree,62to69,NE,Certain
Well,Agree,Always,Disagree,75up,W,Certain
Little,Agree,Always,Neutral,62to69,South,Probably
Completely,StronglyAgree,Always,Absolutely,25to34,South,CouldNot
Well,Agree,Always,Disagree,70to74,South,Certain
Somewhat,Agree,Often,Agree,75up,MW,Certain
Little,Neither,NAorNever,Neutral,75up,South,CouldNot
Little,Disagree,NAorNever,Agree,18to24,NE,CouldNot
Completely,Agree,Always,Neutral,25to34,MW,Probably
Somewhat,Agree,Always,Neutral,70to74,MW,Certain
Somewhat,Neither,Always,Neutral,75up,NE,Certain
Little,Disagree,NAorNever,Neutral,18to24,NE,ProbablyNot
Not,Agree,Sometimes,Agree,75up,W,CouldNot
Well,Agree,Always,Disagree,62to69,South,Certain
Somewhat,Agree,Seldom,Neutral,62to69,W,Certain
Completely,StronglyAgree,NAorNever,Neutral,25to34,South,Certain
Well,Agree,Always,Absolutely,62to69,W,Certain
Completely,StronglyAgree,Often,Agree,62to69,W,Certain
Somewhat,Disagree,Sometimes,Agree,62to69,South,ProbablyNot
Somewhat,Agree,Sometimes,Neutral,25to34,W,Probably
Not,Disagree,NAorNever,Disagree,62to69,MW,CouldNot
Well,Disagree,Seldom,Neutral,18to24,South,CouldNot
Well,Agree,Always,Disagree,75up,W,Certain
Well,Agree,Sometimes,Neutral,75up,W,Certain
Completely,StronglyAgree,Always,Agree,70to74,South,Certain
Somewhat,Neither,Often,Neutral,18to24,South,DontKnow
Completely,StronglyAgree,Always,Agree,75up,South,Certain
Completely,Agree,Always,NoWay,55to61,MW,Certain
Well,Neither,Always,Agree,62to69,W,Certain
Completely,StronglyAgree,Always,Agree,62to69,MW,Certain
Completely,Agree,Seldom,Neutral,62to69,NE,Certain
Well,Agree,Often,Neutral,70to74,South,Certain
Well,Neither,Always,Neutral,25to34,South,ProbablyNot
Not,Disagree,Sometimes,Disagree,25to34,NE,Certain
Completely,Agree,Sometimes,NoWay,62to69,W,Probably
Well,Agree,Always,Neutral,62to69,South,Certain
Somewhat,Agree,Always,Neutral,70to74,W,Certain
Somewhat,StronglyAgree,Sometimes,Neutral,45to54,NE,DontKnow
Somewhat,Agree,Often,Neutral,75up,South,CouldNot
Somewhat,Agree,Sometimes,Neutral,70to74,W,DontKnow
Little,Disagree,NAorNever,Disagree,25to34,NE,Certain
Somewhat,Agree,Seldom,Agree,62to69,W,Certain
Completely,StronglyAgree,Often,Neutral,25to34,South,Certain
Completely,StronglyAgree,Always,Neutral,75up,W,Certain
Little,Neither,Always,Agree,62to69,W,Certain
Somewhat,Neither,Sometimes,Disagree,62to69,MW,Certain
Little,Neither,Often,Disagree,62to69,MW,DontKnow
Somewhat,Neither,Sometimes,Neutral,75up,South,Certain
Well,Agree,Always,NoWay,62to69,MW,Certain
Little,Disagree,Always,Disagree,45to54,W,Certain
Little,Disagree,Always,Neutral,75up,MW,CouldNot
Completely,Agree,Always,Neutral,25to34,South,Certain
Somewhat,Agree,Always,Disagree,62to69,South,Certain
Completely,Agree,NAorNever,Disagree,18to24,W,Certain
Little,Agree,Often,NoWay,62to69,South,CouldNot
Somewhat,Neither,Often,Neutral,75up,South,Certain
Little,Neither,NAorNever,Neutral,25to34,South,CouldNot
Well,Neither,Always,NA,75up,NE,Certain
Somewhat,Agree,Always,Agree,55to61,W,Certain
Completely,Agree,Seldom,Neutral,70to74,MW,Certain
Somewhat,Neither,Often,Disagree,62to69,South,Certain
Somewhat,Neither,NAorNever,Disagree,18to24,MW,ProbablyNot
Completely,StronglyAgree,NAorNever,Disagree,18to24,W,ProbablyNot
Somewhat,Agree,Sometimes,Agree,70to74,South,Certain
Somewhat,Agree,NAorNever,Agree,25to34,MW,Certain
Well,Agree,Always,Disagree,62to69,NE,Certain
Somewhat,Agree,Always,Agree,62to69,W,Certain
Somewhat,Agree,Sometimes,Neutral,25to34,W,CouldNot
Completely,StronglyAgree,Always,Absolutely,25to34,W,Certain
Somewhat,Neither,NAorNever,NA,18to24,MW,CouldNot
Completely,Agree,NAorNever,Agree,70to74,NE,Certain
Well,StronglyAgree,Always,Neutral,25to34,NE,CouldNot
Somewhat,Agree,NAorNever,Agree,62to69,NE,Certain
Somewhat,Agree,Seldom,NoWay,25to34,NE,ProbablyNot
Somewhat,Agree,Always,Disagree,75up,South,Certain
Well,Agree,Always,Neutral,70to74,MW,Certain
Completely,Neither,Always,Agree,75up,NE,Certain
Somewhat,Agree,Often,Disagree,62to69,South,Certain
Completely,Agree,Always,Neutral,75up,NE,Certain
Completely,Agree,Always,NA,18to24,NE,NA
Well,Agree,Always,Neutral,75up,South,Certain
Well,Disagree,Seldom,NA,62to69,South,DontKnow
Completely,Agree,Always,Disagree,62to69,South,CouldNot
Completely,StronglyAgree,Always,Absolutely,18to24,MW,Certain
Completely,StronglyAgree,NAorNever,Neutral,45to54,NE,Certain
Not,Disagree,NAorNever,Absolutely,25to34,MW,ProbablyNot
Somewhat,Agree,Sometimes,Neutral,18to24,South,DontKnow
Completely,StronglyAgree,Always,Disagree,25to34,W,Certain
Well,Agree,Always,Agree,70to74,MW,Certain
Somewhat,Neither,Always,Disagree,75up,South,Certain
Well,Neither,Sometimes,Agree,62to69,MW,Probably
Completely,StronglyAgree,Always,Disagree,18to24,NE,CouldNot
Completely,StronglyAgree,Always,NoWay,35to44,South,ProbablyNot
Well,Agree,Sometimes,Agree,55to61,W,Certain
Completely,Neither,NAorNever,Disagree,75up,MW,CouldNot
Somewhat,Agree,Always,Absolutely,18to24,W,Probably
Well,Agree,Sometimes,Disagree,75up,South,Certain
Well,Agree,Always,Neutral,35to44,MW,Probably
Somewhat,Neither,Often,Agree,70to74,South,Certain
Well,Agree,Always,Disagree,75up,South,Certain
Well,StronglyAgree,Always,Neutral,25to34,NE,Certain
Completely,StronglyAgree,Always,Neutral,25to34,South,Certain
Well,Neither,NAorNever,Neutral,25to34,NE,CouldNot
Little,Disagree,Sometimes,Neutral,75up,MW,Certain
Somewhat,Agree,NAorNever,Agree,62to69,NE,Probably
Well,Agree,Always,Disagree,75up,MW,Certain
Completely,Neither,Always,Neutral,75up,MW,Certain
Completely,Neither,NAorNever,Disagree,75up,South,ProbablyNot
Somewhat,Neither,Always,Disagree,75up,NE,Certain
Little,Neither,Always,Agree,70to74,W,ProbablyNot
Well,Agree,Always,Agree,62to69,MW,Certain
Well,Agree,Seldom,Neutral,62to69,MW,Certain
Well,Agree,Always,Neutral,45to54,South,Certain
Somewhat,Agree,NAorNever,Neutral,18to24,MW,Probably
Somewhat,Agree,Always,Disagree,45to54,NE,Certain
Little,Neither,Always,Neutral,75up,W,Certain
Completely,StronglyAgree,Always,Neutral,62to69,South,Certain
Well,Agree,Always,Agree,62to69,South,Certain
Well,Agree,Always,Disagree,62to69,NE,Certain
Completely,Neither,Always,Neutral,25to34,W,Certain
Completely,StronglyAgree,NAorNever,Agree,25to34,NE,CouldNot
Little,Neither,Seldom,Neutral,62to69,W,Probably
Little,Agree,Always,NoWay,62to69,W,Certain
Well,Disagree,NAorNever,Agree,25to34,MW,Probably
Completely,StronglyAgree,Always,NoWay,18to24,W,Certain
Somewhat,Agree,Always,Neutral,75up,W,Certain
Completely,Agree,Always,Agree,75up,South,Certain
Well,Neither,NAorNever,Neutral,75up,MW,Probably
Little,Agree,Sometimes,Neutral,35to44,W,Probably
Somewhat,StronglyAgree,Always,Neutral,75up,South,Certain
Completely,StronglyAgree,Always,Neutral,18to24,W,Probably
Not,StronglyAgree,Seldom,Absolutely,25to34,MW,Certain
Not,Neither,Always,Neutral,75up,South,Certain
Somewhat,Agree,Sometimes,Agree,62to69,South,Certain
Well,Agree,Always,Neutral,70to74,MW,Certain
Little,Agree,Sometimes,Absolutely,62to69,W,DontKnow
Well,Agree,Always,Disagree,35to44,W,Certain
Somewhat,Agree,Often,Neutral,25to34,South,Certain
Completely,Agree,Always,Disagree,62to69,NE,Certain
Well,Disagree,Always,Absolutely,75up,South,Certain
Well,Agree,NAorNever,NoWay,25to34,South,ProbablyNot
Well,Agree,Always,Neutral,70to74,South,Probably
Somewhat,Agree,Always,Agree,25to34,South,Certain
Not,StronglyAgree,Always,NoWay,62to69,MW,CouldNot
Completely,Agree,Always,Absolutely,75up,W,Certain
Completely,StronglyAgree,Often,Absolutely,62to69,W,Certain
Somewhat,StronglyAgree,Seldom,NoWay,75up,South,Certain
Completely,Agree,Always,Neutral,75up,South,Certain
Somewhat,Neither,Often,Neutral,25to34,MW,Certain
Somewhat,Agree,Always,Neutral,75up,South,Certain
Somewhat,Agree,Seldom,Disagree,18to24,NE,CouldNot
Somewhat,Agree,NAorNever,Absolutely,18to24,W,Probably
Not,Neither,NAorNever,Agree,62to69,South,Certain
Somewhat,Neither,Seldom,Disagree,45to54,W,ProbablyNot
Completely,Agree,Always,Agree,75up,W,Certain
Little,Neither,Seldom,Neutral,62to69,South,Certain
Well,StronglyAgree,Always,Neutral,75up,South,Certain
Well,Neither,Seldom,Disagree,62to69,MW,Certain
Well,Agree,Seldom,Neutral,25to34,MW,Probably
Well,Agree,Always,NoWay,25to34,W,Certain
Completely,StronglyAgree,Always,NoWay,25to34,MW,Certain
Well,Agree,Sometimes,Neutral,25to34,South,ProbablyNot
Well,Agree,Often,Neutral,18to24,W,Certain
Somewhat,StronglyAgree,Always,Neutral,25to34,W,Probably
Somewhat,Neither,Sometimes,Neutral,25to34,MW,DontKnow
Somewhat,Agree,Always,Neutral,75up,South,Certain
Well,StronglyAgree,Always,Neutral,70to74,MW,Certain
Well,Agree,Often,Agree,75up,NE,Certain
Somewhat,Neither,Sometimes,Agree,25to34,W,Probably
Somewhat,StronglyAgree,Always,NoWay,25to34,W,DontKnow
Somewhat,Agree,NAorNever,Neutral,25to34,NE,CouldNot
Somewhat,Disagree,Always,Agree,18to24,MW,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,MW,Certain
Little,Disagree,Often,Agree,25to34,W,Certain
Little,Neither,NAorNever,Neutral,35to44,W,Certain
Little,Neither,Often,Agree,35to44,South,CouldNot
Well,Agree,Seldom,Agree,55to61,South,Certain
Well,Agree,Often,Absolutely,35to44,South,Probably
Completely,StronglyAgree,NAorNever,Neutral,25to34,W,Probably
Well,StronglyAgree,Always,Neutral,55to61,W,Certain
Little,Neither,NAorNever,Disagree,25to34,South,Probably
Somewhat,Neither,Seldom,Agree,45to54,South,ProbablyNot
Somewhat,Agree,NAorNever,Disagree,25to34,MW,DontKnow
Well,Neither,NAorNever,NoWay,55to61,South,DontKnow
Completely,Disagree,NAorNever,Agree,35to44,South,Certain
Well,Agree,Seldom,NA,45to54,South,Probably
Little,Neither,Sometimes,NoWay,25to34,NE,Probably
Somewhat,Agree,Sometimes,Agree,25to34,South,Probably
Somewhat,Agree,NAorNever,Agree,55to61,NE,CouldNot
Completely,StronglyAgree,Always,Absolutely,18to24,South,DontKnow
Well,Agree,Often,Disagree,25to34,MW,Probably
Well,Neither,Always,NoWay,35to44,South,Certain
Well,Agree,Sometimes,Disagree,25to34,NE,Certain
Well,StronglyAgree,NAorNever,Absolutely,45to54,South,CouldNot
Completely,Agree,Sometimes,Agree,62to69,MW,Certain
Completely,StronglyAgree,Always,Absolutely,62to69,W,Certain
Somewhat,Neither,Seldom,Neutral,35to44,NE,DontKnow
Completely,StronglyDisagree,Often,Disagree,62to69,MW,Certain
Somewhat,StronglyAgree,Always,Agree,55to61,NE,Certain
Completely,Agree,Sometimes,Neutral,35to44,NE,Probably
Little,Neither,Sometimes,Disagree,62to69,South,DontKnow
Little,Disagree,Sometimes,Agree,55to61,South,Certain
Well,Agree,Seldom,Disagree,55to61,NE,Certain
Well,Neither,Always,Agree,62to69,NE,DontKnow
Completely,Agree,Seldom,Agree,55to61,South,Certain
Somewhat,Agree,NAorNever,Neutral,25to34,NE,DontKnow
Well,StronglyAgree,Often,Agree,45to54,W,Certain
NA,NA,NA,NA,25to34,MW,DontKnow
Completely,StronglyAgree,Always,Neutral,25to34,South,DontKnow
Somewhat,Agree,NAorNever,Disagree,18to24,NE,Probably
Well,Disagree,Seldom,NA,25to34,South,DontKnow
Completely,StronglyAgree,Sometimes,Absolutely,75up,South,Certain
Somewhat,StronglyAgree,Always,Agree,25to34,South,ProbablyNot
